180,160,Gupta Empire,http://en.wikipedia.org/wiki/Gupta_Empire
181,7,Sculpture in the Indian subcontinent,http://en.wikipedia.org/wiki/Sculpture_in_the_Indian_subcontinent
182,959,Architecture of India,http://en.wikipedia.org/wiki/Architecture_of_India
183,2,Sanskrit literature,http://en.wikipedia.org/wiki/Sanskrit_literature#Classical_Sanskrit_literature
184,315,History of science and technology in the Indian subcontinent,http://en.wikipedia.org/wiki/History_of_science_and_technology_in_the_Indian_subcontinent
185,312,Indian astronomy,http://en.wikipedia.org/wiki/Indian_astronomy
186,68,Ayurveda,http://en.wikipedia.org/wiki/Ayurveda
187,327,Indian mathematics,http://en.wikipedia.org/wiki/Indian_mathematics
188,23,Gopuram,http://en.wikipedia.org/wiki/Gopuram
189,27,Brihadeeswarar Temple,http://en.wikipedia.org/wiki/Brihadeeswarar_Temple
190,147,Thanjavur,http://en.wikipedia.org/wiki/Thanjavur
191,23,Raja Raja Chola I,http://en.wikipedia.org/wiki/Raja_Raja_Chola_I
192,93,Harsha,http://en.wikipedia.org/wiki/Harsha
193,81,Kannauj,http://en.wikipedia.org/wiki/Kannauj
194,43,Chalukya dynasty,http://en.wikipedia.org/wiki/Chalukya_dynasty
195,561,Pala Empire,http://en.wikipedia.org/wiki/Pala_Empire
196,4770,Bengal,http://en.wikipedia.org/wiki/Bengal
197,144,Pallava,http://en.wikipedia.org/wiki/Pallava
198,480,Bhakti,http://en.wikipedia.org/wiki/Bhakti
199,89,Maharaja,http://en.wikipedia.org/wiki/Maharaja
200,12,Samanta,http://en.wikipedia.org/wiki/Samanta
201,235,Myanmar,http://en.wikipedia.org/wiki/Myanmar
202,560,Laos,http://en.wikipedia.org/wiki/Laos
203,1209,Cambodia,http://en.wikipedia.org/wiki/Cambodia
204,1142,Vietnam,http://en.wikipedia.org/wiki/Vietnam
205,1587,Philippines,http://en.wikipedia.org/wiki/Philippines
206,3528,Malaysia,http://en.wikipedia.org/wiki/Malaysia
207,173,Java,http://en.wikipedia.org/wiki/Java
208,600,Delhi Sultanate,http://en.wikipedia.org/wiki/Delhi_Sultanate
209,22,Mongol Empire,http://en.wikipedia.org/wiki/Mongol_Empire
210,573,Vijayanagara Empire,http://en.wikipedia.org/wiki/Vijayanagara_Empire
211,70,Shaivism,http://en.wikipedia.org/wiki/Shaivism
212,1080,Mughal Empire,http://en.wikipedia.org/wiki/Mughal_Empire
213,162,Akbar,http://en.wikipedia.org/wiki/Akbar
214,22,Mughal painting,http://en.wikipedia.org/wiki/Mughal_painting
215,141,Mughal architecture,http://en.wikipedia.org/wiki/Mughal_architecture
216,699,Maratha Empire,http://en.wikipedia.org/wiki/Maratha_Empire
217,22,Rajputs,http://en.wikipedia.org/wiki/Rajputs
218,4,Sikh empire,http://en.wikipedia.org/wiki/Sikh_empire
219,2051,East India Company,http://en.wikipedia.org/wiki/East_India_Company
220,18,The Imperial Gazetteer of India,http://en.wikipedia.org/wiki/The_Imperial_Gazetteer_of_India
221,1939,Princely state,http://en.wikipedia.org/wiki/Princely_state
222,41,Suzerainty,http://en.wikipedia.org/wiki/Suzerainty
223,36,James Broun-Ramsay 1st Marquess of Dalhousie,http://en.wikipedia.org/wiki/James_Broun-Ramsay_1st_Marquess_of_Dalhousie
224,8,English Education Act 1835,http://en.wikipedia.org/wiki/English_Education_Act_1835
225,519,Indian Rebellion of 1857,http://en.wikipedia.org/wiki/Indian_Rebellion_of_1857
226,2219,Jawaharlal Nehru,http://en.wikipedia.org/wiki/Jawaharlal_Nehru
227,302,Mahatma Gandhi,http://en.wikipedia.org/wiki/Mahatma_Gandhi
228,46,Famine in India,http://en.wikipedia.org/wiki/Famine_in_India
229,17,Indian Army during World War I,http://en.wikipedia.org/wiki/Indian_Army_during_World_War_I
230,291,India in World War II,http://en.wikipedia.org/wiki/India_in_World_War_II
231,849,Partition of India,http://en.wikipedia.org/wiki/Partition_of_India
232,55,Religious violence in India,http://en.wikipedia.org/wiki/Religious_violence_in_India
233,52,Caste-related violence in India,http://en.wikipedia.org/wiki/Caste-related_violence_in_India
234,405,Naxalite,http://en.wikipedia.org/wiki/Naxalite
235,58,Insurgency in Jammu and Kashmir,http://en.wikipedia.org/wiki/Insurgency_in_Jammu_and_Kashmir
236,12,Insurgency in Northeast India,http://en.wikipedia.org/wiki/Insurgency_in_Northeast_India
237,959,Indo-Pakistani wars and conflicts,http://en.wikipedia.org/wiki/Indo-Pakistani_wars_and_conflicts
238,423,Geology of India,http://en.wikipedia.org/wiki/Geology_of_India
239,216,Indian Plate,http://en.wikipedia.org/wiki/Indian_Plate
240,27,Indo-Australian Plate,http://en.wikipedia.org/wiki/Indo-Australian_Plate
241,92,Gondwana,http://en.wikipedia.org/wiki/Gondwana
242,144,Plate tectonics,http://en.wikipedia.org/wiki/Plate_tectonics
243,17,Seafloor spreading,http://en.wikipedia.org/wiki/Seafloor_spreading
244,11,Tethys Ocean,http://en.wikipedia.org/wiki/Tethys_Ocean
245,19,Oceanic crust,http://en.wikipedia.org/wiki/Oceanic_crust
246,64,Subduction,http://en.wikipedia.org/wiki/Subduction
247,4,Eurasian plate,http://en.wikipedia.org/wiki/Eurasian_plate
248,20,Continental crust,http://en.wikipedia.org/wiki/Continental_crust
249,134,Himalayas,http://en.wikipedia.org/wiki/Himalayas
250,38,Aravalli Range,http://en.wikipedia.org/wiki/Aravalli_Range
251,549,Thar Desert,http://en.wikipedia.org/wiki/Thar_Desert
252,1038,South India,http://en.wikipedia.org/wiki/South_India
253,41,Satpura Range,http://en.wikipedia.org/wiki/Satpura_Range
254,40,Vindhya Range,http://en.wikipedia.org/wiki/Vindhya_Range
255,41,Chota Nagpur Plateau,http://en.wikipedia.org/wiki/Chota_Nagpur_Plateau
256,390,Western Ghats,http://en.wikipedia.org/wiki/Western_Ghats
257,57,Eastern Ghats,http://en.wikipedia.org/wiki/Eastern_Ghats
258,21,Kedarnath Temple,http://en.wikipedia.org/wiki/Kedarnath_Temple
259,2331,Uttarakhand,http://en.wikipedia.org/wiki/Uttarakhand
260,19,Jyotirlinga,http://en.wikipedia.org/wiki/Jyotirlinga
261,13,Mudflat,http://en.wikipedia.org/wiki/Mudflat
262,46,Brahmaputra River,http://en.wikipedia.org/wiki/Brahmaputra_River
263,175,Yamuna,http://en.wikipedia.org/wiki/Yamuna
264,28,Kosi River,http://en.wikipedia.org/wiki/Kosi_River
265,103,Godavari River,http://en.wikipedia.org/wiki/Godavari_River
266,20,Mahanadi River,http://en.wikipedia.org/wiki/Mahanadi_River
267,43,Kaveri River,http://en.wikipedia.org/wiki/Kaveri_River
268,75,Krishna River,http://en.wikipedia.org/wiki/Krishna_River
269,83,Narmada River,http://en.wikipedia.org/wiki/Narmada_River
270,46,Tapti River,http://en.wikipedia.org/wiki/Tapti_River
271,28,Rann of Kutch,http://en.wikipedia.org/wiki/Rann_of_Kutch
272,115,Sundarbans,http://en.wikipedia.org/wiki/Sundarbans
273,1351,Lakshadweep,http://en.wikipedia.org/wiki/Lakshadweep
274,26,Andaman Sea,http://en.wikipedia.org/wiki/Andaman_Sea
275,534,Climate of India,http://en.wikipedia.org/wiki/Climate_of_India
276,116,Monsoon,http://en.wikipedia.org/wiki/Monsoon
277,11,Katabatic wind,http://en.wikipedia.org/wiki/Katabatic_wind
278,2,Climate of India,http://en.wikipedia.org/wiki/Climate_of_India#Tropical_wet
279,2,Climate of India,http://en.wikipedia.org/wiki/Climate_of_India#Tropical_dry
280,2,Climate of India,http://en.wikipedia.org/wiki/Climate_of_India#Subtropical_humid
281,2,Climate of India,http://en.wikipedia.org/wiki/Climate_of_India#Montane
282,561,Environmental issues in India,http://en.wikipedia.org/wiki/Environmental_issues_in_India
283,12,Environmental degradation,http://en.wikipedia.org/wiki/Environmental_degradation
284,93,Biodiversity,http://en.wikipedia.org/wiki/Biodiversity
285,11,Resilience,http://en.wikipedia.org/wiki/Resilience
286,81,Shola,http://en.wikipedia.org/wiki/Shola
287,52,Kudremukh,http://en.wikipedia.org/wiki/Kudremukh
288,30,Chikmagalur,http://en.wikipedia.org/wiki/Chikmagalur
289,16,Indomalaya ecozone,http://en.wikipedia.org/wiki/Indomalaya_ecozone
290,20,Biodiversity hotspot,http://en.wikipedia.org/wiki/Biodiversity_hotspot
291,20,Megadiverse countries,http://en.wikipedia.org/wiki/Megadiverse_countries
292,52,Endemism,http://en.wikipedia.org/wiki/Endemism
293,438,List of ecoregions in India,http://en.wikipedia.org/wiki/List_of_ecoregions_in_India
294,19,South Western Ghats montane rain forests,http://en.wikipedia.org/wiki/South_Western_Ghats_montane_rain_forests
295,105,Tropical and subtropical moist broadleaf forests,http://en.wikipedia.org/wiki/Tropical_and_subtropical_moist_broadleaf_forests
296,31,Andaman Islands,http://en.wikipedia.org/wiki/Andaman_Islands
297,582,Northeast India,http://en.wikipedia.org/wiki/Northeast_India
298,45,Temperate coniferous forest,http://en.wikipedia.org/wiki/Temperate_coniferous_forest
299,28,Shorea robusta,http://en.wikipedia.org/wiki/Shorea_robusta
300,37,Teak,http://en.wikipedia.org/wiki/Teak
301,14,Acacia nilotica,http://en.wikipedia.org/wiki/Acacia_nilotica
302,29,Deserts and xeric shrublands,http://en.wikipedia.org/wiki/Deserts_and_xeric_shrublands
303,32,Neem,http://en.wikipedia.org/wiki/Neem
304,9,Sacred fig,http://en.wikipedia.org/wiki/Sacred_fig
305,31,Taxon,http://en.wikipedia.org/wiki/Taxon
306,3,Indian plate,http://en.wikipedia.org/wiki/Indian_plate
307,18,Before Present,http://en.wikipedia.org/wiki/Before_Present
308,37,Laurasia,http://en.wikipedia.org/wiki/Laurasia
309,21,Deccan Traps,http://en.wikipedia.org/wiki/Deccan_Traps
310,8,Zoogeography,http://en.wikipedia.org/wiki/Zoogeography
311,5,Nilgiri Langur,http://en.wikipedia.org/wiki/Nilgiri_Langur
312,12,Bufo beddomii,http://en.wikipedia.org/wiki/Bufo_beddomii
313,6,World Conservation Union,http://en.wikipedia.org/wiki/World_Conservation_Union
314,21,List of endangered animals in India,http://en.wikipedia.org/wiki/List_of_endangered_animals_in_India
315,17,Asiatic lion,http://en.wikipedia.org/wiki/Asiatic_lion
316,50,Bengal tiger,http://en.wikipedia.org/wiki/Bengal_tiger
317,3,Indian White-rumped Vulture,http://en.wikipedia.org/wiki/Indian_White-rumped_Vulture
318,21,Diclofenac,http://en.wikipedia.org/wiki/Diclofenac
319,14,National parks of India,http://en.wikipedia.org/wiki/National_parks_of_India
320,19,Wildlife Protection Act of 1972,http://en.wikipedia.org/wiki/Wildlife_Protection_Act_of_1972
321,42,Project Tiger,http://en.wikipedia.org/wiki/Project_Tiger
322,453,Wildlife sanctuaries of India,http://en.wikipedia.org/wiki/Wildlife_sanctuaries_of_India
323,450,Biosphere reserves of India,http://en.wikipedia.org/wiki/Biosphere_reserves_of_India
324,26,World Network of Biosphere Reserves,http://en.wikipedia.org/wiki/World_Network_of_Biosphere_Reserves
325,17,List of Ramsar Sites in India,http://en.wikipedia.org/wiki/List_of_Ramsar_Sites_in_India
326,27,Ramsar Convention,http://en.wikipedia.org/wiki/Ramsar_Convention
327,8,Biological Diversity Act 2002,http://en.wikipedia.org/wiki/Biological_Diversity_Act_2002
328,78,Ahmednagar,http://en.wikipedia.org/wiki/Ahmednagar
329,5985,Maharashtra,http://en.wikipedia.org/wiki/Maharashtra
330,8,Pimpri Gawali,http://en.wikipedia.org/wiki/Pimpri_Gawali
331,3,Parliament of India,http://en.wikipedia.org/wiki/Parliament_of_India#Building
332,40,Parliamentary republic,http://en.wikipedia.org/wiki/Parliamentary_republic
333,30,Multi-party system,http://en.wikipedia.org/wiki/Multi-party_system
334,201,Election Commission of India,http://en.wikipedia.org/wiki/Election_Commission_of_India
335,2,List of recognised political parties in India,http://en.wikipedia.org/wiki/List_of_recognised_political_parties_in_India#National
336,714,Bharatiya Janata Party,http://en.wikipedia.org/wiki/Bharatiya_Janata_Party
337,2,List of recognised political parties in India,http://en.wikipedia.org/wiki/List_of_recognised_political_parties_in_India#State
338,14,Political culture,http://en.wikipedia.org/wiki/Political_culture
339,78,Coalition government,http://en.wikipedia.org/wiki/Coalition_government
340,85,Lal Bahadur Shastri,http://en.wikipedia.org/wiki/Lal_Bahadur_Shastri
341,324,Indira Gandhi,http://en.wikipedia.org/wiki/Indira_Gandhi
342,47,Janata Party,http://en.wikipedia.org/wiki/Janata_Party
343,190,Rajiv Gandhi,http://en.wikipedia.org/wiki/Rajiv_Gandhi
344,83,Janata Dal,http://en.wikipedia.org/wiki/Janata_Dal
345,15,Minority government,http://en.wikipedia.org/wiki/Minority_government
346,71,P. V. Narasimha Rao,http://en.wikipedia.org/wiki/P._V._Narasimha_Rao
347,107,Atal Bihari Vajpayee,http://en.wikipedia.org/wiki/Atal_Bihari_Vajpayee
348,7545,Indian general election 2004,http://en.wikipedia.org/wiki/Indian_general_election_2004
349,141,United Progressive Alliance,http://en.wikipedia.org/wiki/United_Progressive_Alliance
350,34,Socialism in India,http://en.wikipedia.org/wiki/Socialism_in_India
351,235060,Government of India,http://en.wikipedia.org/wiki/Government_of_India
352,399,Elections in India,http://en.wikipedia.org/wiki/Elections_in_India
353,40,Rashtrapati Bhavan,http://en.wikipedia.org/wiki/Rashtrapati_Bhavan
354,194,Federation,http://en.wikipedia.org/wiki/Federation
355,68,Representative democracy,http://en.wikipedia.org/wiki/Representative_democracy
356,13,Majority rule,http://en.wikipedia.org/wiki/Majority_rule
357,14,Minority rights,http://en.wikipedia.org/wiki/Minority_rights
358,384,Law of India,http://en.wikipedia.org/wiki/Law_of_India
359,2,Federalism,http://en.wikipedia.org/wiki/Federalism#India
360,68,Separation of powers,http://en.wikipedia.org/wiki/Separation_of_powers
361,12,Preamble to the Constitution of India,http://en.wikipedia.org/wiki/Preamble_to_the_Constitution_of_India
362,85,Sovereignty,http://en.wikipedia.org/wiki/Sovereignty
363,180,Socialism,http://en.wikipedia.org/wiki/Socialism
364,189,Secularism,http://en.wikipedia.org/wiki/Secularism
365,32,Liberal democracy,http://en.wikipedia.org/wiki/Liberal_democracy
366,30,National symbols of India,http://en.wikipedia.org/wiki/National_symbols_of_India
367,26,Indian Rupee,http://en.wikipedia.org/wiki/Indian_Rupee
368,25,Indian national calendar,http://en.wikipedia.org/wiki/Indian_national_calendar
369,23,Nelumbo nucifera,http://en.wikipedia.org/wiki/Nelumbo_nucifera
370,66,Mango,http://en.wikipedia.org/wiki/Mango
371,16,Ficus benghalensis,http://en.wikipedia.org/wiki/Ficus_benghalensis
